Date,High_EL,Low_EL,Open_EL,Close_EL,Volume_EL
2000-06-22,22.75,22.25,22.6875,22.25,729400
2000-06-23,23.40625,22.234375,22.3125,22.9375,844800
2000-06-26,22.90625,22.375,22.90625,22.6875,744200
2000-06-27,24.125,22.5625,22.65625,23.90625,1722000
2000-06-28,24.09375,23.5,23.9375,24.0625,741800
2000-06-29,24.5,23.71875,24.0,24.1875,623200
2000-06-30,24.875,24.25,24.3125,24.7109375,1840600
2000-07-03,24.65625,24.28125,24.65625,24.625,507600
2000-07-05,24.875,24.15625,24.875,24.5,1134200
2000-07-06,24.5,23.75,24.5,23.9375,681000
2000-07-07,24.03125,23.71875,23.75,24.03125,642600
2000-07-10,23.875,23.1875,23.875,23.71875,693200
2000-07-11,23.625,23.15625,23.625,23.375,1731600
2000-07-12,23.375,22.3125,23.375,22.53125,1686000
2000-07-13,22.53125,21.5,22.53125,22.09375,2902200
2000-07-14,22.71875,22.21875,22.21875,22.4375,1873800
2000-07-17,22.6875,21.625,22.40625,21.96875,1564600
2000-07-18,22.5625,21.9375,21.96875,22.375,953400
2000-07-19,22.375,22.0625,22.25,22.3125,702600
2000-07-20,22.46875,21.5,22.28125,22.21875,997400
2000-07-21,22.75,22.1875,22.1875,22.4375,1067800
2000-07-24,22.4375,22.15625,22.3125,22.4375,336800
2000-07-25,23.0,22.53125,22.53125,22.84375,808800
2000-07-26,22.96875,22.65625,22.90625,22.9375,548200
2000-07-27,22.9375,22.3125,22.90625,22.46875,322400
2000-07-28,22.625,22.09375,22.5,22.3125,413000
2000-07-31,22.3125,21.53125,22.3125,22.0,865600
2000-08-01,22.375,21.875,22.0,22.375,1020000
2000-08-02,22.96875,22.5625,22.625,22.75,798200
2000-08-03,22.78125,22.3125,22.78125,22.65625,782400
2000-08-04,22.6875,22.34375,22.6875,22.5,656800
2000-08-07,22.53125,21.875,22.53125,21.875,481400
2000-08-08,22.125,21.6875,21.875,21.9375,903400
2000-08-09,22.96875,22.0625,22.0625,22.28125,1876200
2000-08-10,22.875,22.375,22.4375,22.46875,1753000
2000-08-11,22.71875,22.375,22.71875,22.5625,1017600
2000-08-14,23.1875,22.8125,22.8125,23.0,824400
2000-08-15,23.46875,22.40625,23.09375,22.53125,821400
2000-08-16,22.5625,20.90625,22.53125,21.84375,4300400
2000-08-17,21.84375,21.28125,21.8125,21.46875,2578400
2000-08-18,21.625,21.0625,21.46875,21.5,1301400
2000-08-21,21.53125,20.78125,21.5,21.125,1405800
2000-08-22,21.40625,21.125,21.1875,21.1875,964600
2000-08-23,21.375,20.875,21.25,21.125,1579600
2000-08-24,21.25,20.75,21.1875,21.0,1241400
2000-08-25,21.09375,20.5625,21.0,21.0625,1206000
2000-08-28,21.28125,20.75,21.09375,20.96875,1199000
2000-08-29,21.03125,20.65625,20.9375,20.90625,1496200
2000-08-30,21.0,20.59375,20.875,20.78125,972000
2000-08-31,20.9375,20.40625,20.84375,20.46875,646400
2000-09-01,21.0,20.25,20.46875,20.90625,847600
2000-09-05,21.09375,20.875,21.0,21.0625,719800
2000-09-06,21.25,20.65625,21.03125,20.75,1058200
2000-09-07,21.0625,20.625,20.875,21.03125,573000
2000-09-08,21.03125,20.6875,21.03125,20.71875,510400
2000-09-11,21.3125,20.53125,20.625,21.28125,678600
2000-09-12,21.40625,21.125,21.21875,21.25,740200
2000-09-13,21.4375,20.875,21.25,21.1875,1240200
2000-09-14,21.25,19.375,21.21875,20.5625,4590800
2000-09-15,20.75,19.875,20.5625,20.1875,3784000
