Date,High_MTCH,Low_MTCH,Open_MTCH,Close_MTCH,Volume_MTCH
2000-01-03,7.544373989105225,6.852230072021484,7.492464065551758,7.527070999145508,6276869
2000-01-04,7.613588809967041,6.886837005615234,7.466507911682129,6.921443939208984,4952001
2000-01-05,6.921443939208984,6.488853931427002,6.834926128387451,6.661890029907227,7600292
2000-01-06,7.042570114135742,6.471550941467285,6.584023952484131,6.938747882843018,10764372
2000-01-07,7.059873104095459,6.817623138427734,6.912793159484863,6.904140949249268,4478111
2000-01-10,8.046178817749023,7.129087924957275,7.129087924957275,7.717411041259766,22740195
2000-01-11,7.509767055511475,7.059873104095459,7.509767055511475,7.206954002380371,9349205
2000-01-12,7.293471813201904,6.731104850769043,7.094480991363525,6.817623138427734,14879120
2000-01-13,7.509767055511475,6.904140949249268,6.938747882843018,7.475160121917725,11210810
2000-01-14,7.630893230438232,7.007963180541992,7.587634086608887,7.016613960266113,7113400
2000-01-18,7.3021240234375,6.9993109703063965,7.016613960266113,7.206954002380371,4559742
2000-01-19,7.258864879608154,6.9993109703063965,7.215606212615967,7.206954002380371,3198032
2000-01-20,7.752017974853516,7.180998802185059,7.232909202575684,7.414597034454346,11165299
2000-01-21,7.717411041259766,7.250213146209717,7.475160121917725,7.656847953796387,6977590
2000-01-24,7.907750129699707,6.886837005615234,7.734714031219482,6.990659236907959,9729905
2000-01-25,7.648196220397949,6.973354816436768,7.042570114135742,7.466507911682129,10312154
2000-01-26,7.700107097625732,7.111783981323242,7.449204921722412,7.129087924957275,3556339
2000-01-27,7.405945777893066,7.094480991363525,7.137740135192871,7.345383167266846,3929816
2000-01-28,7.354034900665283,6.9993109703063965,7.3021240234375,7.120436191558838,5958294
2000-01-31,7.180998802185059,6.402336120605469,7.120436191558838,6.869534015655518,16224937
2000-02-01,6.947400093078613,6.826274871826172,6.869534015655518,6.912793159484863,7816287
2000-02-02,7.630893230438232,6.947400093078613,6.9993109703063965,7.183162212371826,14735363
2000-02-03,7.630893230438232,7.137740135192871,7.33673095703125,7.574656009674072,15235259
2000-02-04,7.95966100692749,7.648196220397949,7.648196220397949,7.777973175048828,10108439
2000-02-07,7.89044713973999,7.544373989105225,7.803928852081299,7.8471879959106445,5024963
2000-02-08,7.968313217163086,7.578981876373291,7.907750129699707,7.6395440101623535,7330840
2000-02-09,7.803928852081299,7.371337890625,7.6395440101623535,7.388641834259033,5499575
2000-02-10,7.578981876373291,7.405945777893066,7.457856178283691,7.55302619934082,3471819
2000-02-11,7.596284866333008,7.059873104095459,7.578981876373291,7.08582878112793,5355096
2000-02-14,7.215606212615967,6.74840784072876,7.198301792144775,6.912793159484863,7067166
2000-02-15,7.094480991363525,6.783016204833984,6.869534015655518,6.921443939208984,11923089
2000-02-16,6.990659236907959,6.506157875061035,6.912793159484863,6.7224531173706055,5480792
2000-02-17,6.938747882843018,6.488853931427002,6.817623138427734,6.661890029907227,8759732
2000-02-18,6.71380090713501,6.0908708572387695,6.696497917175293,6.255255222320557,9638884
2000-02-22,6.385033130645752,5.935139179229736,6.315817832946777,6.27255916595459,11194918
2000-02-23,6.834926128387451,6.367729187011719,6.376380920410156,6.64458703994751,9916283
2000-02-24,6.783016204833984,6.160086154937744,6.7224531173706055,6.514810085296631,16563739
2000-02-25,6.817623138427734,6.454246997833252,6.817623138427734,6.609979152679443,10517674
2000-02-28,6.523460865020752,5.900530815124512,6.506157875061035,5.987049102783203,6168871
2000-02-29,6.367729187011719,5.969746112823486,6.160086154937744,6.211996078491211,12885677
2000-03-01,6.3331217765808105,5.969746112823486,6.246603965759277,6.108174800872803,8775264
2000-03-02,6.0562639236450195,5.7794060707092285,6.0562639236450195,5.848620891571045,13389907
2000-03-03,6.142782211303711,5.7794060707092285,5.900530815124512,6.073567867279053,12944552
2000-03-06,6.281210899353027,5.848620891571045,6.1254777908325195,5.987049102783203,11476651
2000-03-07,6.0562639236450195,5.294905185699463,5.969746112823486,5.433333873748779,13314417
2000-03-08,6.073567867279053,5.467940807342529,5.554459095001221,5.969746112823486,12093935
2000-03-09,6.108174800872803,5.7794060707092285,5.969746112823486,6.0562639236450195,11439447
2000-03-10,6.71380090713501,6.004353046417236,6.004353046417236,6.419640064239502,13952290
2000-03-13,6.298513889312744,5.8140130043029785,6.298513889312744,5.865923881530762,10640120
2000-03-14,5.987049102783203,5.485245227813721,5.917835235595703,5.537156105041504,7157827
2000-03-15,5.8140130043029785,5.433333873748779,5.571763038635254,5.606369972229004,15668695
