Date,High_WLN.PA,Low_WLN.PA,Open_WLN.PA,Close_WLN.PA,Volume_WLN.PA
2014-06-27,16.600000381469727,16.0,16.399999618530273,16.399999618530273,3596612
2014-06-30,16.690000534057617,16.3700008392334,16.68000030517578,16.600000381469727,146964
2014-07-01,16.690000534057617,16.399999618530273,16.68000030517578,16.399999618530273,66224
2014-07-02,16.450000762939453,16.299999237060547,16.420000076293945,16.299999237060547,222561
2014-07-03,16.399999618530273,16.34000015258789,16.389999389648438,16.399999618530273,204469
2014-07-04,16.450000762939453,16.350000381469727,16.450000762939453,16.350000381469727,114908
2014-07-07,16.450000762939453,16.350000381469727,16.450000762939453,16.3799991607666,18393
2014-07-08,16.450000762939453,16.350000381469727,16.450000762939453,16.399999618530273,114928
2014-07-09,16.420000076293945,16.329999923706055,16.420000076293945,16.399999618530273,7259
2014-07-10,16.399999618530273,16.299999237060547,16.399999618530273,16.3799991607666,52969
2014-07-11,16.3799991607666,16.31999969482422,16.3799991607666,16.3799991607666,31441
2014-07-14,16.3799991607666,16.299999237060547,16.3799991607666,16.350000381469727,13429
2014-07-15,16.389999389648438,16.25,16.350000381469727,16.270000457763672,22569
2014-07-16,16.399999618530273,16.110000610351562,16.34000015258789,16.399999618530273,72501
2014-07-17,16.399999618530273,16.110000610351562,16.399999618530273,16.270000457763672,11458
2014-07-18,16.1200008392334,15.800000190734863,16.100000381469727,15.90999984741211,15518
2014-07-21,15.890000343322754,15.390000343322754,15.800000190734863,15.670000076293945,66759
2014-07-22,16.399999618530273,15.600000381469727,15.649999618530273,16.100000381469727,21321
2014-07-23,16.399999618530273,16.100000381469727,16.100000381469727,16.299999237060547,19052
2014-07-24,16.399999618530273,16.299999237060547,16.299999237060547,16.31999969482422,53813
2014-07-25,16.399999618530273,16.299999237060547,16.309999465942383,16.399999618530273,50918
2014-07-28,16.420000076293945,16.299999237060547,16.40999984741211,16.399999618530273,43105
2014-07-29,16.719999313354492,16.399999618530273,16.450000762939453,16.700000762939453,55995
2014-07-30,16.790000915527344,16.510000228881836,16.700000762939453,16.719999313354492,19804
2014-07-31,17.09000015258789,16.5,16.700000762939453,17.09000015258789,82263
2014-08-01,17.0,16.399999618530273,16.610000610351562,16.729999542236328,280108
2014-08-04,16.649999618530273,16.5,16.600000381469727,16.530000686645508,24652
2014-08-05,16.6299991607666,16.40999984741211,16.600000381469727,16.479999542236328,5874
2014-08-06,16.559999465942383,16.309999465942383,16.549999237060547,16.43000030517578,37805
2014-08-07,16.459999084472656,16.200000762939453,16.34000015258789,16.299999237060547,6018
2014-08-08,16.239999771118164,16.0,16.15999984741211,16.100000381469727,13639
2014-08-11,16.3700008392334,15.899999618530273,16.100000381469727,16.100000381469727,10792
2014-08-12,16.299999237060547,16.0,16.110000610351562,16.15999984741211,11468
2014-08-13,16.479999542236328,16.059999465942383,16.15999984741211,16.15999984741211,12352
2014-08-14,16.389999389648438,16.09000015258789,16.389999389648438,16.15999984741211,11925
2014-08-15,16.34000015258789,16.15999984741211,16.34000015258789,16.280000686645508,12777
2014-08-18,16.290000915527344,16.0,16.280000686645508,16.15999984741211,18490
2014-08-19,16.299999237060547,16.100000381469727,16.299999237060547,16.1200008392334,3326
2014-08-20,16.260000228881836,16.0,16.200000762939453,16.06999969482422,7890
2014-08-21,16.200000762939453,16.06999969482422,16.06999969482422,16.06999969482422,6935
2014-08-22,16.270000457763672,16.1299991607666,16.18000030517578,16.15999984741211,10063
2014-08-25,16.5,16.299999237060547,16.5,16.399999618530273,17144
2014-08-26,16.540000915527344,16.399999618530273,16.399999618530273,16.5,16631
2014-08-27,16.549999237060547,16.360000610351562,16.549999237060547,16.469999313354492,32718
2014-08-28,16.540000915527344,16.18000030517578,16.540000915527344,16.190000534057617,17142
2014-08-29,16.5,16.100000381469727,16.489999771118164,16.200000762939453,9476
2014-09-01,16.350000381469727,16.1200008392334,16.260000228881836,16.149999618530273,5727
2014-09-02,16.549999237060547,16.149999618530273,16.450000762939453,16.229999542236328,44031
2014-09-03,16.549999237060547,16.299999237060547,16.469999313354492,16.549999237060547,17801
2014-09-04,16.549999237060547,16.350000381469727,16.549999237060547,16.5,17548
2014-09-05,16.489999771118164,16.329999923706055,16.399999618530273,16.479999542236328,9667
2014-09-08,16.5,16.200000762939453,16.489999771118164,16.299999237060547,43623
2014-09-09,16.389999389648438,16.149999618530273,16.389999389648438,16.280000686645508,6043
2014-09-10,16.399999618530273,16.100000381469727,16.299999237060547,16.280000686645508,46056
2014-09-11,16.43000030517578,16.18000030517578,16.43000030517578,16.3799991607666,5388
2014-09-12,16.469999313354492,16.299999237060547,16.3799991607666,16.360000610351562,8431
2014-09-15,16.360000610351562,16.149999618530273,16.309999465942383,16.360000610351562,9436
2014-09-16,16.34000015258789,16.100000381469727,16.329999923706055,16.200000762939453,3741
2014-09-17,16.280000686645508,15.899999618530273,16.25,16.0,24328
2014-09-18,16.0,15.5,16.0,15.899999618530273,58378
2014-09-19,16.0,15.510000228881836,15.899999618530273,16.0,56808
2014-09-22,16.06999969482422,15.649999618530273,15.960000038146973,16.06999969482422,17584
2014-09-23,16.09000015258789,15.84000015258789,16.0,16.0,22094
2014-09-24,16.0,15.710000038146973,16.0,15.899999618530273,7511
2014-09-25,16.0,15.65999984741211,15.699999809265137,15.789999961853027,22096
2014-09-26,15.989999771118164,15.699999809265137,15.710000038146973,15.850000381469727,12118
2014-09-29,15.899999618530273,15.680000305175781,15.800000190734863,15.699999809265137,62384
2014-09-30,16.0,15.699999809265137,15.710000038146973,16.0,38266
2014-10-01,16.059999465942383,15.890000343322754,16.0,16.0,77106
2014-10-02,16.440000534057617,15.819999694824219,16.440000534057617,15.899999618530273,17846
2014-10-03,16.1200008392334,15.859999656677246,16.09000015258789,16.1200008392334,52990
2014-10-06,16.110000610351562,15.800000190734863,16.06999969482422,15.899999618530273,20666
2014-10-07,15.960000038146973,15.649999618530273,15.960000038146973,15.770000457763672,58771
2014-10-08,15.949999809265137,15.600000381469727,15.850000381469727,15.600000381469727,18894
2014-10-09,15.739999771118164,15.399999618530273,15.569999694824219,15.449999809265137,119829
2014-10-10,15.729999542236328,14.75,15.119999885559082,15.460000038146973,51871
2014-10-13,15.5,15.100000381469727,15.449999809265137,15.380000114440918,29455
2014-10-14,15.449999809265137,15.109999656677246,15.199999809265137,15.390000343322754,200384
2014-10-15,15.5,15.199999809265137,15.5,15.199999809265137,14074
2014-10-16,15.390000343322754,14.899999618530273,15.149999618530273,15.140000343322754,32157
2014-10-17,15.399999618530273,15.199999809265137,15.199999809265137,15.300000190734863,47845
2014-10-20,15.529999732971191,15.109999656677246,15.399999618530273,15.25,4311
2014-10-21,15.800000190734863,15.100000381469727,15.25,15.300000190734863,25124
2014-10-22,15.550000190734863,15.300000190734863,15.510000228881836,15.510000228881836,3458
