Date,High_DE,Low_DE,Open_DE,Close_DE,Volume_DE
2000-03-22,19.375,18.6875,19.25,19.09375,1387400
2000-03-23,19.75,18.8125,19.03125,19.40625,1578800
2000-03-24,19.5,18.75,19.40625,19.1875,1828200
2000-03-27,19.1875,18.78125,18.8125,18.8125,1169400
2000-03-28,19.03125,18.1875,18.5625,18.4375,1722400
2000-03-29,18.9375,18.0625,18.1875,18.625,1565600
2000-03-30,19.9375,18.25,18.65625,19.53125,2151400
2000-03-31,19.5,19.0,19.5,19.0,2154400
2000-04-03,19.53125,18.34375,19.0,19.4375,3520000
2000-04-04,21.125,19.0625,19.5625,20.09375,4191800
2000-04-05,21.0,19.75,19.75,20.15625,4099400
2000-04-06,21.0,19.90625,20.15625,20.0,2217000
2000-04-07,20.0625,19.3125,20.0625,19.5,1130600
2000-04-10,20.40625,19.5625,19.625,19.625,1557400
2000-04-11,20.9375,20.09375,20.3125,20.15625,1764200
2000-04-12,21.4375,20.4375,20.46875,21.21875,2337400
2000-04-13,22.3125,20.5,21.5,20.75,3147800
2000-04-14,20.5,19.875,20.375,20.125,2050600
2000-04-17,20.375,19.3125,19.875,19.625,1692800
2000-04-18,20.0,19.03125,19.875,19.9375,1618800
2000-04-19,19.96875,18.9375,19.8125,19.28125,1148200
2000-04-20,19.5625,18.96875,19.0,19.4375,1155000
2000-04-24,19.6875,18.9375,18.9375,19.40625,1533800
2000-04-25,20.625,19.3125,19.46875,20.46875,1887000
2000-04-26,20.4375,20.03125,20.4375,20.0625,908200
2000-04-27,20.65625,19.9375,20.0,20.4375,1745800
2000-04-28,20.4375,19.96875,20.1875,20.1875,1451600
2000-05-01,20.21875,19.625,19.75,20.21875,1827400
2000-05-02,21.0,20.21875,20.4375,20.34375,1803600
2000-05-03,20.4375,19.96875,20.375,20.28125,1219600
2000-05-04,20.125,19.75,20.125,19.96875,2078400
2000-05-05,19.875,19.4375,19.875,19.6875,1786400
2000-05-08,20.46875,19.59375,19.75,20.125,1469800
2000-05-09,20.8125,20.0,20.1875,20.03125,1664000
2000-05-10,20.875,19.96875,20.0,20.875,1814000
2000-05-11,21.4375,20.40625,21.375,20.75,5960200
2000-05-12,22.1875,21.1875,21.28125,22.03125,4789800
2000-05-15,22.46875,22.15625,22.15625,22.46875,2729800
2000-05-16,24.125,23.1875,23.8125,23.28125,7587000
2000-05-17,23.59375,22.8125,23.0625,23.28125,4932800
2000-05-18,23.78125,22.96875,23.5,23.15625,4023800
2000-05-19,23.65625,22.5625,22.5625,23.40625,2424200
2000-05-22,24.8125,23.25,23.4375,24.78125,5611000
2000-05-23,24.625,23.15625,24.5,23.65625,5675600
2000-05-24,23.71875,23.28125,23.65625,23.5625,2965600
2000-05-25,24.25,23.625,23.625,23.96875,2782400
2000-05-26,23.4375,21.9375,22.75,22.34375,4164400
2000-05-30,22.90625,22.375,22.375,22.625,2494200
2000-05-31,21.875,20.75,21.8125,20.78125,4146800
2000-06-01,21.625,20.875,21.1875,21.4375,2928800
2000-06-02,21.4375,21.0,21.1875,21.0,2313800
2000-06-05,21.1875,20.875,21.1875,20.96875,1296800
2000-06-06,21.90625,21.28125,21.3125,21.90625,2855400
2000-06-07,21.96875,21.34375,21.90625,21.53125,1596200
2000-06-08,21.75,21.03125,21.6875,21.125,1662600
2000-06-09,21.3125,20.5,21.1875,20.75,915800
2000-06-12,21.0625,20.65625,20.8125,20.859375,1122800
2000-06-13,20.59375,20.03125,20.59375,20.15625,1985800
2000-06-14,21.6875,20.09375,20.1875,21.46875,3178600
2000-06-15,21.9375,20.96875,21.9375,21.0625,2509000
2000-06-16,21.0625,20.40625,21.0625,20.6875,2383600
2000-06-19,20.5625,19.53125,20.5625,20.09375,2886600
2000-06-20,20.09375,19.34375,20.0625,19.59375,2763400
2000-06-21,19.6875,18.9375,19.3125,19.625,2722400
2000-06-22,19.6875,18.46875,19.5625,18.53125,3183600
2000-06-23,18.9375,18.625,18.8125,18.84375,2080000
2000-06-26,19.125,18.6875,19.0625,18.75,1769000
2000-06-27,19.5625,18.6875,18.875,19.5625,3539800
2000-06-28,19.875,18.9375,19.4375,19.390625,3605800
2000-06-29,19.1875,18.25,19.1875,18.4375,3565200
2000-06-30,18.84375,18.15625,18.65625,18.5,3062200
2000-07-03,19.28125,18.40625,18.53125,19.25,2019400
2000-07-05,19.6875,18.78125,19.0,19.5625,2000800
2000-07-06,19.78125,19.0,19.5,19.34375,1626400
2000-07-07,19.6875,19.1875,19.5,19.53125,1562400
2000-07-10,19.625,19.125,19.46875,19.3125,1567000
2000-07-11,19.625,18.84375,18.875,19.28125,2183800
2000-07-12,19.46875,18.9375,19.25,19.3125,1204200
2000-07-13,20.25,19.46875,19.5,19.9375,2002000
2000-07-14,19.96875,19.53125,19.8125,19.8125,1251000
2000-07-17,20.46875,19.71875,19.75,20.46875,1585600
2000-07-18,20.6875,20.15625,20.5625,20.1875,2284200
2000-07-19,20.21875,18.8125,20.125,19.46875,3121200
2000-07-20,20.0625,19.375,19.46875,19.8125,1202200
2000-07-21,20.15625,19.84375,19.9375,19.9375,1354400
2000-07-24,19.9375,19.5,19.9375,19.625,897000
2000-07-25,19.65625,19.3125,19.65625,19.375,704200
2000-07-26,18.96875,18.71875,18.9375,18.78125,1136400
2000-07-27,19.40625,18.8125,18.8125,19.21875,1085800
2000-07-28,19.21875,18.875,19.09375,18.9375,792600
2000-07-31,19.34375,18.90625,18.90625,19.28125,1092400
2000-08-01,19.46875,19.1875,19.34375,19.28125,1422000
2000-08-02,19.4375,18.78125,19.28125,18.84375,2050200
2000-08-03,18.875,18.40625,18.875,18.5625,1530200
2000-08-04,18.59375,17.875,18.5625,18.03125,2657000
2000-08-07,18.8125,17.375,17.75,18.75,3989400
2000-08-08,19.34375,18.09375,18.71875,18.6875,2965200
2000-08-09,18.625,18.125,18.5625,18.28125,2479800
2000-08-10,18.5,17.90625,18.15625,18.15625,1221000
2000-08-11,18.8125,18.28125,18.4375,18.5,1829200
2000-08-14,19.09375,18.125,19.0,18.5,2263600
2000-08-15,18.5,16.25,18.4375,16.625,13326200
2000-08-16,17.0625,16.75,16.75,16.9375,7704600
2000-08-17,17.0,16.375,16.9375,16.5,2444000
2000-08-18,16.6875,16.3125,16.5,16.46875,1701800
2000-08-21,16.625,16.375,16.5,16.5625,1846200
2000-08-22,16.8125,16.5,16.5625,16.75,978200
2000-08-23,16.75,16.15625,16.75,16.3125,2251600
2000-08-24,16.6875,16.28125,16.375,16.53125,2024200
2000-08-25,16.9375,16.5,16.53125,16.9375,1652200
2000-08-28,17.09375,16.875,16.9375,17.0,2639600
2000-08-29,17.21875,16.90625,16.90625,17.21875,2444000
2000-08-30,17.21875,16.0625,17.21875,16.1875,3362600
2000-08-31,16.75,16.15625,16.1875,16.46875,3139400
2000-09-01,16.8125,16.34375,16.5625,16.75,1791800
2000-09-05,17.0625,16.3125,16.5,17.03125,2342600
2000-09-06,17.25,16.9375,17.09375,17.0,1970000
2000-09-07,17.0625,16.53125,17.0625,16.9375,1906800
2000-09-08,16.8125,16.4375,16.6875,16.5,1848600
2000-09-11,17.09375,16.5,16.5,17.0625,2455800
2000-09-12,16.96875,16.46875,16.96875,16.625,1739400
2000-09-13,17.1875,16.71875,16.71875,17.1875,1736400
2000-09-14,17.40625,17.03125,17.1875,17.09375,1392800
2000-09-15,16.8125,16.28125,16.75,16.53125,1836200
2000-09-18,16.5,15.9375,16.5,16.375,1845600
2000-09-19,16.15625,15.78125,16.125,16.125,1526200
2000-09-20,16.0,15.6875,16.0,15.71875,2019000
2000-09-21,15.75,15.34375,15.71875,15.53125,2193600
2000-09-22,16.0,15.375,15.5625,15.71875,2046800
2000-09-25,16.0,15.40625,15.6875,16.0,1753000
2000-09-26,16.21875,15.875,15.96875,15.9375,1788400
2000-09-27,16.03125,15.78125,16.0,15.8125,1992200
2000-09-28,16.8125,15.9375,15.9375,16.8125,2158000
2000-09-29,17.0625,16.25,16.6875,16.625,1602400
2000-10-02,16.46875,15.9375,16.21875,16.15625,2666800
2000-10-03,17.5,16.1875,16.25,17.125,1978800
2000-10-04,17.84375,17.03125,17.03125,17.5,1664200
2000-10-05,17.9375,17.21875,17.875,17.25,2138200
2000-10-06,17.96875,17.125,17.375,17.375,1590600
2000-10-09,17.75,17.34375,17.34375,17.6875,1887800
2000-10-10,17.5,16.875,17.5,17.03125,2285000
2000-10-11,17.5,16.625,16.625,17.0,1548400
2000-10-12,17.0,16.25,17.0,16.40625,1459600
2000-10-13,16.40625,16.0,16.28125,16.21875,1312200
2000-10-16,16.65625,16.125,16.21875,16.59375,1308600
2000-10-17,16.78125,15.90625,16.5625,16.03125,1350000
2000-10-18,16.4375,15.8125,16.03125,16.15625,888800
2000-10-19,16.53125,15.96875,16.03125,16.3125,901000
2000-10-20,16.65625,16.09375,16.1875,16.21875,1751200
2000-10-23,16.65625,16.25,16.28125,16.53125,985000
2000-10-24,17.15625,16.5,16.5,17.125,1992600
2000-10-25,17.3125,16.65625,17.25,16.71875,1782400
2000-10-26,17.21875,16.5,16.71875,16.8125,1618000
2000-10-27,17.3125,16.78125,16.9375,17.25,1359200
2000-10-30,18.40625,17.3125,17.3125,18.3125,2902800
2000-10-31,18.59375,17.875,18.375,18.40625,2040200
2000-11-01,18.875,18.375,18.4375,18.5,1599600
2000-11-02,18.75,18.40625,18.59375,18.625,1283800
2000-11-03,18.71875,18.40625,18.5,18.65625,1023600
2000-11-06,19.03125,18.4375,18.46875,18.90625,1890200
2000-11-07,18.71875,18.25,18.6875,18.46875,3210600
2000-11-08,19.0625,18.09375,18.34375,18.65625,1337000
2000-11-09,18.6875,18.125,18.375,18.59375,769600
2000-11-10,18.75,18.0625,18.375,18.1875,698600
2000-11-13,18.375,17.96875,18.21875,18.21875,998400
2000-11-14,18.8125,18.25,18.6875,18.34375,1695200
2000-11-15,18.5625,18.1875,18.34375,18.34375,1674200
2000-11-16,18.21875,17.65625,18.21875,17.84375,1611400
2000-11-17,18.40625,17.9375,17.9375,18.0,1503200
2000-11-20,18.0625,17.65625,17.6875,17.96875,1000600
2000-11-21,19.5,18.15625,18.1875,19.5,3562800
2000-11-22,19.84375,19.0,19.375,19.65625,2375800
2000-11-24,19.875,19.4375,19.625,19.8125,700600
2000-11-27,19.9375,19.59375,19.75,19.59375,1895200
2000-11-28,19.59375,18.96875,19.59375,19.1875,1781000
2000-11-29,19.5,18.96875,19.0,19.4375,2846000
2000-11-30,20.5625,19.96875,20.125,20.34375,3516200
2000-12-01,21.234375,20.25,20.28125,20.96875,2142200
2000-12-04,22.28125,20.625,20.625,22.21875,3514000
2000-12-05,22.375,21.3125,22.0,21.46875,3579400
2000-12-06,22.09375,21.375,21.5,21.4375,1979400
2000-12-07,21.75,20.71875,21.375,20.96875,1601200
2000-12-08,21.125,20.6875,20.90625,20.78125,1262200
2000-12-11,21.03125,20.40625,20.8125,20.84375,1391800
2000-12-12,21.90625,21.125,21.125,21.25,2256400
2000-12-13,21.5625,20.5,21.28125,20.5625,2332600
2000-12-14,20.4375,19.75,20.25,20.375,1656600
2000-12-15,20.71875,20.0,20.0,20.5625,2477400
2000-12-18,21.75,20.5625,20.8125,21.4375,2206800
2000-12-19,22.21875,21.25,21.3125,21.5,2587000
2000-12-20,21.5,21.125,21.25,21.40625,1789400
2000-12-21,21.6875,21.1875,21.1875,21.625,1978600
2000-12-22,22.59375,21.5,21.625,22.5625,1687800
2000-12-26,23.1875,22.4375,22.625,23.0625,1972200
2000-12-27,23.34375,22.5,22.96875,23.28125,1267800
2000-12-28,23.40625,22.5625,23.375,23.3125,1198400
2000-12-29,23.5625,22.84375,23.1875,22.90625,1033400
2001-01-02,22.875,22.1875,22.75,22.40625,1556800
2001-01-03,22.46875,21.65625,22.09375,22.15625,2407000
2001-01-04,23.0625,22.28125,22.375,22.8125,3177600
2001-01-05,22.9375,21.6875,22.9375,22.09375,2105000
2001-01-08,22.125,21.65625,21.9375,21.96875,1209400
2001-01-09,22.25,21.6875,22.1875,22.0625,1143600
2001-01-10,22.125,21.03125,21.625,21.84375,2097600
2001-01-11,22.125,21.0625,22.125,21.53125,2177600
2001-01-12,21.53125,19.96875,21.53125,20.4375,3416000
2001-01-16,21.0625,20.03125,20.375,21.0,2464000
2001-01-17,20.9375,20.21875,20.875,20.625,2227600
2001-01-18,20.4375,19.59375,19.9375,20.21875,2339800
2001-01-19,20.3125,19.6875,20.25,20.0625,1618400
2001-01-22,20.21875,19.1875,19.8125,20.0,4272600
2001-01-23,21.03125,20.03125,20.03125,20.8125,2635400
2001-01-24,21.15625,20.65625,20.8125,20.90625,1639600
2001-01-25,21.4375,20.84375,21.0,21.34375,1740000
2001-01-26,21.1875,20.59375,21.0625,20.84375,1126400
2001-01-29,21.125,20.799999237060547,20.950000762939453,21.03499984741211,957000
2001-01-30,21.549999237060547,20.510000228881836,20.924999237060547,21.454999923706055,1087600
2001-01-31,22.040000915527344,21.375,21.399999618530273,21.459999084472656,2128000
2001-02-01,21.700000762939453,21.0049991607666,21.454999923706055,21.184999465942383,1914200
2001-02-02,21.399999618530273,21.075000762939453,21.280000686645508,21.25,1098000
2001-02-05,21.299999237060547,21.0049991607666,21.299999237060547,21.18000030517578,977000
2001-02-06,21.049999237060547,20.725000381469727,21.0,20.94499969482422,1153800
2001-02-07,21.274999618530273,20.950000762939453,20.950000762939453,21.204999923706055,1109000
2001-02-08,21.274999618530273,20.875,21.2549991607666,21.1200008392334,1488200
2001-02-09,21.479999542236328,20.959999084472656,21.1200008392334,21.415000915527344,1836800
2001-02-12,21.34000015258789,20.799999237060547,21.299999237060547,20.854999542236328,1957200
2001-02-13,21.424999237060547,20.530000686645508,20.625,21.075000762939453,3221000
2001-02-14,21.53499984741211,20.559999465942383,21.5,20.979999542236328,3402600
2001-02-15,21.25,20.799999237060547,20.979999542236328,21.024999618530273,2338800
2001-02-16,21.424999237060547,20.764999389648438,21.024999618530273,20.924999237060547,1421800
2001-02-20,20.774999618530273,19.704999923706055,20.475000381469727,20.204999923706055,3438400
2001-02-21,20.299999237060547,19.625,20.204999923706055,19.875,1921800
2001-02-22,20.049999237060547,19.549999237060547,19.875,19.815000534057617,1945800
2001-02-23,19.875,19.350000381469727,19.864999771118164,19.655000686645508,2090400
2001-02-26,20.549999237060547,19.635000228881836,19.700000762939453,20.434999465942383,1714400
2001-02-27,20.649999618530273,20.125,20.174999237060547,20.434999465942383,1523200
2001-02-28,20.799999237060547,19.985000610351562,20.440000534057617,20.350000381469727,1996200
2001-03-01,20.545000076293945,20.0,20.0,20.309999465942383,1901000
2001-03-02,20.889999389648438,20.34000015258789,20.399999618530273,20.649999618530273,1216200
2001-03-05,21.475000381469727,20.600000381469727,20.600000381469727,21.204999923706055,2462200
2001-03-06,21.950000762939453,21.200000762939453,21.950000762939453,21.364999771118164,1692800
2001-03-07,22.75,21.875,22.0,22.65999984741211,5113400
2001-03-08,22.979999542236328,22.520000457763672,22.600000381469727,22.954999923706055,2367600
2001-03-09,22.75,22.014999389648438,22.75,22.235000610351562,2481400
2001-03-12,22.075000762939453,21.125,21.75,21.299999237060547,2512800
2001-03-13,22.0049991607666,21.299999237060547,21.299999237060547,21.774999618530273,2407800
2001-03-14,21.424999237060547,20.850000381469727,21.424999237060547,21.1200008392334,2768200
2001-03-15,21.5049991607666,20.979999542236328,21.1200008392334,21.030000686645508,3300000
2001-03-16,20.850000381469727,20.450000762939453,20.575000762939453,20.639999389648438,2923800
2001-03-19,20.780000686645508,20.34000015258789,20.540000915527344,20.684999465942383,2570000
2001-03-20,20.799999237060547,20.024999618530273,20.600000381469727,20.165000915527344,3225200
2001-03-21,19.5049991607666,17.924999237060547,19.5,19.084999084472656,9092000
2001-03-22,18.899999618530273,18.43000030517578,18.825000762939453,18.829999923706055,4081000
2001-03-23,18.75,17.959999084472656,18.375,18.06999969482422,4688000
2001-03-26,19.0,18.125,18.174999237060547,18.25,4727600
2001-03-27,18.600000381469727,18.1200008392334,18.375,18.559999465942383,3290600
2001-03-28,18.875,18.1299991607666,18.450000762939453,18.684999465942383,2716000
2001-03-29,18.600000381469727,18.149999618530273,18.375,18.424999237060547,2111800
2001-03-30,18.5,18.049999237060547,18.43000030517578,18.170000076293945,2181600
2001-04-02,18.649999618530273,17.80500030517578,18.200000762939453,18.0,2233200
2001-04-03,18.0,17.225000381469727,17.899999618530273,17.299999237060547,2616200
2001-04-04,17.93000030517578,17.270000457763672,17.299999237060547,17.719999313354492,2827200
2001-04-05,18.510000228881836,17.700000762939453,17.719999313354492,18.399999618530273,2341600
2001-04-06,18.5,17.924999237060547,18.274999618530273,18.399999618530273,2992400
2001-04-09,18.875,18.299999237060547,18.299999237060547,18.549999237060547,2307600
2001-04-10,19.100000381469727,18.5,18.524999618530273,19.010000228881836,3180400
2001-04-11,19.0,18.299999237060547,19.0,18.40999984741211,1827000
2001-04-12,19.0,18.299999237060547,18.415000915527344,19.0,1944600
2001-04-16,19.28499984741211,18.915000915527344,18.924999237060547,19.264999389648438,1951800
2001-04-17,19.325000762939453,19.024999618530273,19.200000762939453,19.274999618530273,2375000
2001-04-18,20.579999923706055,19.125,19.274999618530273,20.21500015258789,2053400
2001-04-19,20.200000762939453,19.5049991607666,20.200000762939453,19.584999084472656,2136600
2001-04-20,19.825000762939453,19.295000076293945,19.584999084472656,19.764999389648438,1572200
2001-04-23,19.799999237060547,19.424999237060547,19.799999237060547,19.5,873000
2001-04-24,19.674999237060547,19.149999618530273,19.4950008392334,19.274999618530273,1524400
2001-04-25,19.59000015258789,18.975000381469727,19.225000381469727,19.55500030517578,1467800
2001-04-26,20.354999542236328,19.450000762939453,20.024999618530273,20.25,2294800
2001-04-27,20.6200008392334,20.424999237060547,20.575000762939453,20.524999618530273,1433800
2001-04-30,20.875,20.399999618530273,20.875,20.53499984741211,1477800
2001-05-01,20.850000381469727,20.200000762939453,20.5,20.75,1264600
2001-05-02,20.875,20.260000228881836,20.825000762939453,20.520000457763672,1486400
2001-05-03,20.395000457763672,19.924999237060547,20.395000457763672,19.959999084472656,1497600
2001-05-04,20.059999465942383,19.520000457763672,19.75,20.0,1714200
2001-05-07,20.44499969482422,19.924999237060547,19.975000381469727,20.149999618530273,946200
2001-05-08,20.28499984741211,19.975000381469727,20.024999618530273,20.135000228881836,1002000
2001-05-09,20.475000381469727,19.975000381469727,20.200000762939453,20.450000762939453,1201400
2001-05-10,20.729999542236328,20.375,20.5,20.575000762939453,986800
2001-05-11,20.674999237060547,20.354999542236328,20.475000381469727,20.5,789800
2001-05-14,20.6200008392334,20.200000762939453,20.375,20.5049991607666,825400
2001-05-15,19.5049991607666,18.899999618530273,19.5,19.260000228881836,6469200
2001-05-16,19.989999771118164,19.049999237060547,19.190000534057617,19.80500030517578,3614200
2001-05-17,19.924999237060547,19.424999237060547,19.780000686645508,19.454999923706055,2019600
2001-05-18,19.625,19.399999618530273,19.5,19.475000381469727,2346400
2001-05-21,19.549999237060547,19.075000762939453,19.549999237060547,19.280000686645508,1693400
2001-05-22,19.639999389648438,19.200000762939453,19.25,19.479999542236328,2149000
2001-05-23,19.575000762939453,19.03499984741211,19.479999542236328,19.079999923706055,1251000
2001-05-24,19.139999389648438,18.575000762939453,19.079999923706055,18.645000457763672,2521400
2001-05-25,18.649999618530273,18.280000686645508,18.649999618530273,18.46500015258789,1209800
2001-05-29,18.889999389648438,18.354999542236328,18.450000762939453,18.4950008392334,2233600
2001-05-30,18.524999618530273,18.135000228881836,18.450000762939453,18.165000915527344,1227600
2001-05-31,18.78499984741211,18.05500030517578,18.1299991607666,18.68000030517578,2421200
2001-06-01,18.799999237060547,18.5,18.575000762939453,18.75,1684400
2001-06-04,18.850000381469727,18.450000762939453,18.825000762939453,18.670000076293945,1035800
2001-06-05,19.075000762939453,18.450000762939453,18.600000381469727,19.0,2015800
2001-06-06,19.100000381469727,18.774999618530273,18.899999618530273,18.950000762939453,3001600
2001-06-07,19.040000915527344,18.764999389648438,18.924999237060547,19.040000915527344,1042400
2001-06-08,19.18000030517578,18.875,19.0,19.09000015258789,1856800
2001-06-11,19.1200008392334,18.649999618530273,19.094999313354492,18.65999984741211,895000
2001-06-12,18.924999237060547,18.5,18.665000915527344,18.850000381469727,1476400
2001-06-13,19.100000381469727,18.875,18.899999618530273,19.014999389648438,2229800
2001-06-14,19.399999618530273,18.924999237060547,19.014999389648438,19.399999618530273,3034400
2001-06-15,19.510000228881836,19.200000762939453,19.399999618530273,19.3700008392334,2747200
2001-06-18,19.649999618530273,19.299999237060547,19.350000381469727,19.489999771118164,1514600
2001-06-19,19.565000534057617,19.450000762939453,19.5,19.520000457763672,1407000
2001-06-20,19.854999542236328,19.350000381469727,19.520000457763672,19.459999084472656,1744000
2001-06-21,19.975000381469727,19.354999542236328,19.5,19.71500015258789,2475600
2001-06-22,19.850000381469727,19.454999923706055,19.71500015258789,19.475000381469727,1179800
2001-06-25,19.559999465942383,19.049999237060547,19.5,19.094999313354492,1472000
2001-06-26,19.100000381469727,18.674999237060547,19.0,19.0049991607666,1964200
2001-06-27,19.149999618530273,18.899999618530273,18.950000762939453,19.0,1347400
2001-06-28,19.174999237060547,18.479999542236328,19.049999237060547,18.520000457763672,1914000
2001-06-29,19.0,18.204999923706055,18.375,18.924999237060547,2532600
2001-07-02,19.040000915527344,18.549999237060547,18.75,18.934999465942383,1473200
2001-07-03,19.024999618530273,18.75,18.934999465942383,18.954999923706055,714200
2001-07-05,19.065000534057617,18.649999618530273,18.829999923706055,18.795000076293945,1861000
2001-07-06,18.75,18.020000457763672,18.700000762939453,18.114999771118164,1678000
2001-07-09,18.825000762939453,18.260000228881836,18.274999618530273,18.704999923706055,1587600
2001-07-10,18.674999237060547,18.375,18.625,18.510000228881836,1396200
2001-07-11,19.399999618530273,18.5,18.5,19.344999313354492,4336400
2001-07-12,21.2549991607666,19.93000030517578,20.0,21.200000762939453,7471800
2001-07-13,21.125,20.75,21.020000457763672,21.010000228881836,5317400
2001-07-16,21.0,20.100000381469727,20.8799991607666,20.25,3752800
2001-07-17,20.725000381469727,20.299999237060547,20.575000762939453,20.610000610351562,3702600
2001-07-18,20.75,20.434999465942383,20.5,20.549999237060547,2302400
2001-07-19,21.399999618530273,20.540000915527344,20.575000762939453,20.790000915527344,3285800
2001-07-20,20.924999237060547,20.375,20.850000381469727,20.514999389648438,1798800
2001-07-23,20.700000762939453,20.200000762939453,20.639999389648438,20.399999618530273,1474600
2001-07-24,20.5,19.940000534057617,20.399999618530273,20.084999084472656,1718000
2001-07-25,20.415000915527344,19.905000686645508,20.084999084472656,20.264999389648438,1754800
2001-07-26,20.325000762939453,19.770000457763672,20.225000381469727,20.020000457763672,2240200
2001-07-27,20.415000915527344,19.9950008392334,20.024999618530273,20.415000915527344,1872800
2001-07-30,21.375,20.5,21.375,21.0,4234600
2001-07-31,21.329999923706055,20.899999618530273,20.899999618530273,20.975000381469727,2483400
2001-08-01,21.184999465942383,20.850000381469727,21.024999618530273,21.125,2366800
2001-08-02,21.270000457763672,20.905000686645508,21.149999618530273,21.040000915527344,1969600
2001-08-03,21.174999237060547,20.850000381469727,21.049999237060547,21.110000610351562,1061800
2001-08-06,21.010000228881836,20.450000762939453,20.899999618530273,20.68000030517578,1936400
2001-08-07,20.825000762939453,20.520000457763672,20.80500030517578,20.690000534057617,1617200
2001-08-08,20.674999237060547,20.274999618530273,20.625,20.315000534057617,1018400
2001-08-09,20.59000015258789,20.059999465942383,20.149999618530273,20.4950008392334,1006400
2001-08-10,21.475000381469727,20.309999465942383,20.399999618530273,21.2549991607666,3047800
2001-08-13,21.774999618530273,21.25,21.625,21.625,3463800
2001-08-14,21.475000381469727,20.809999465942383,21.139999389648438,20.940000534057617,5913400
2001-08-15,21.799999237060547,21.274999618530273,21.424999237060547,21.684999465942383,5503200
2001-08-16,21.850000381469727,21.399999618530273,21.625,21.69499969482422,2008000
2001-08-17,21.774999618530273,21.424999237060547,21.524999618530273,21.4950008392334,1428200
2001-08-20,21.829999923706055,21.450000762939453,21.5,21.7450008392334,1946600
2001-08-21,22.5,21.600000381469727,21.674999237060547,22.040000915527344,2876600
2001-08-22,22.5,21.84000015258789,22.040000915527344,22.399999618530273,2565600
2001-08-23,22.399999618530273,21.725000381469727,22.399999618530273,22.184999465942383,2137200
2001-08-24,22.299999237060547,21.829999923706055,22.100000381469727,21.975000381469727,1886400
2001-08-27,22.075000762939453,21.75,22.0,21.954999923706055,1736000
