Date,High_GLE.PA,Low_GLE.PA,Open_GLE.PA,Close_GLE.PA,Volume_GLE.PA
2000-01-03,51.685081481933594,49.25048065185547,51.573394775390625,49.80887222290039,1078214
2000-01-04,49.67485809326172,48.714420318603516,49.58551788330078,49.58551788330078,2529529
2000-01-05,49.58551788330078,48.714420318603516,48.692081451416016,49.138797760009766,1233422
2000-01-06,49.58551788330078,48.58040237426758,48.80376052856445,48.692081451416016,1221423
2000-01-07,49.362159729003906,48.46872329711914,48.46872329711914,48.692081451416016,866415
2000-01-10,49.76420211791992,48.46872329711914,49.58551788330078,48.46872329711914,920539
2000-01-11,49.362159729003906,47.91032791137695,49.51850891113281,48.692081451416016,1566694
2000-01-12,48.88863754272461,47.691436767578125,48.22749710083008,47.905860900878906,1272104
2000-01-13,48.58040237426758,46.92755126953125,48.133689880371094,47.12857437133789,2081087
2000-01-14,48.78142547607422,47.26259231567383,47.351932525634766,47.798648834228516,1473212
2000-01-17,49.138797760009766,46.5701789855957,49.25048065185547,47.3072624206543,1758525
2000-01-18,47.351932525634766,46.458499908447266,47.351932525634766,46.458499908447266,1332178
2000-01-19,46.88287353515625,46.011783599853516,46.480838775634766,46.23514175415039,1511451
2000-01-20,46.68185806274414,45.58740234375,46.458499908447266,46.14580154418945,1396004
2000-01-21,45.632076263427734,44.11323928833008,45.565067291259766,44.38127136230469,3121945
2000-01-24,45.431053161621094,44.6492919921875,44.7833137512207,45.00667190551758,1526288
2000-01-25,45.00667190551758,43.46550369262695,44.7833137512207,43.800537109375,1482658
2000-01-26,44.60462951660156,43.778202056884766,44.24725341796875,43.91221618652344,956324
2000-01-27,44.44827651977539,43.62185287475586,43.778202056884766,44.224918365478516,1098227
2000-01-28,46.10112762451172,44.671634674072266,45.118350982666016,45.90010452270508,1306466
2000-01-31,46.458499908447266,45.364044189453125,46.480838775634766,45.92244338989258,924846
2000-02-01,47.12857437133789,45.92244338989258,47.19558334350586,46.279815673828125,1564661
2000-02-02,47.3966064453125,46.5701789855957,47.01689529418945,46.972225189208984,1060641
2000-02-03,47.374271392822266,45.58740234375,46.81587219238281,45.69908142089844,2220518
2000-02-04,45.565067291259766,44.00156021118164,45.69908142089844,44.8056526184082,2009713
2000-02-07,45.766082763671875,44.470611572265625,45.6097412109375,44.51528549194336,943583
2000-02-08,46.4138298034668,44.55995559692383,44.671634674072266,44.671634674072266,1422105
2000-02-09,44.55995559692383,43.331485748291016,44.492950439453125,43.55484390258789,2053419
2000-02-10,44.26959228515625,42.884769439697266,43.01878356933594,43.93455505371094,1361432
2000-02-11,45.72142028808594,43.71119689941406,44.60462951660156,44.31426239013672,1718472
2000-02-14,44.224918365478516,43.331485748291016,44.224918365478516,43.55484390258789,783248
2000-02-15,44.58229446411133,42.929443359375,43.21980667114258,43.44316482543945,929614
2000-02-16,44.89499282836914,42.929443359375,42.929443359375,44.51528549194336,2037176
2000-02-17,46.4138298034668,44.224918365478516,44.537620544433594,45.65441131591797,2495046
2000-02-18,46.54784393310547,44.96200180053711,45.319366455078125,45.565067291259766,1761448
2000-02-21,45.40871810913086,44.40360641479492,45.34170913696289,45.34170913696289,654621
2000-02-22,46.011783599853516,44.939666748046875,45.34170913696289,44.89499282836914,1275525
2000-02-23,47.57529067993164,45.34170913696289,46.011783599853516,47.01689529418945,1828211
2000-02-24,48.245365142822266,46.704193115234375,47.798648834228516,47.217918395996094,1872673
2000-02-25,47.217918395996094,45.364044189453125,46.68185806274414,45.58740234375,2472136
2000-02-28,46.61485290527344,44.671634674072266,45.34170913696289,46.011783599853516,1683148
2000-02-29,48.64741134643555,45.81076431274414,46.011783599853516,48.08901596069336,2763973
2000-03-01,49.58551788330078,47.820987701416016,48.49106216430664,47.91032791137695,1737048
2000-03-02,48.893096923828125,46.79353713989258,48.022010803222656,47.57529067993164,785585
2000-03-03,48.022010803222656,46.68185806274414,46.92755126953125,46.68185806274414,2020812
2000-03-06,47.552947998046875,45.78842544555664,47.12857437133789,47.06156921386719,907340
2000-03-07,48.692081451416016,46.5925178527832,47.4636116027832,46.86054611206055,1680986
2000-03-08,47.12857437133789,45.27470397949219,46.972225189208984,45.49806213378906,1591143
2000-03-09,46.61485290527344,43.55484390258789,45.34170913696289,43.845211029052734,1892547
