Date,High_BA,Low_BA,Open_BA,Close_BA,Volume_BA
2000-03-03,36.5,35.6875,35.9375,35.9375,3884100
2000-03-06,36.1875,35.0,35.9375,35.125,2882000
2000-03-07,35.125,34.125,35.125,34.75,3565000
2000-03-08,34.1875,33.375,34.1875,33.375,4134600
2000-03-09,34.5,33.25,33.375,33.75,3236800
2000-03-10,33.9375,32.3125,33.75,32.375,5114300
2000-03-13,33.125,32.0,32.375,32.625,3422700
2000-03-14,33.8125,32.4375,32.625,33.0625,3727900
2000-03-15,35.5,32.875,33.0625,34.875,4859300
2000-03-16,35.9375,34.6875,34.875,35.625,4725200
2000-03-17,38.9375,35.375,35.625,38.0,15304900
2000-03-20,37.6875,36.375,37.6875,37.0,5786400
2000-03-21,37.4375,36.1875,37.0,36.5625,4165400
2000-03-22,37.1875,35.75,36.5625,36.25,3359600
2000-03-23,35.9375,34.8125,35.9375,35.125,4080400
2000-03-24,36.4375,35.5,35.5,36.0,5797500
2000-03-27,37.3125,36.125,36.125,37.125,2534000
2000-03-28,38.1875,36.875,37.125,38.0,5056400
2000-03-29,38.1875,37.3125,38.0,37.875,2731000
2000-03-30,38.9375,37.625,37.875,38.625,3311100
2000-03-31,38.8125,37.8125,38.625,37.8125,4640100
2000-04-03,37.75,37.0625,37.75,37.1875,3234700
2000-04-04,38.25,36.5625,37.1875,37.3125,4004200
2000-04-05,37.25,36.0,37.25,36.0625,2919900
2000-04-06,36.4375,35.625,36.0625,36.125,2970400
2000-04-07,36.3125,35.375,36.125,35.6875,2381600
2000-04-10,35.625,35.0,35.625,35.0625,2452600
2000-04-11,36.375,35.0,35.0625,35.6875,2251100
2000-04-12,38.375,35.875,35.875,37.625,4620200
2000-04-13,37.625,36.5,37.625,37.0,2916700
2000-04-14,36.75,34.75,36.75,35.375,3744900
2000-04-17,35.375,34.0625,35.375,35.3125,3761600
2000-04-18,35.0625,34.3125,35.0625,34.75,3379100
2000-04-19,37.75,35.5625,35.5625,37.25,5749000
2000-04-20,40.25,37.5,37.5,40.0625,8110700
2000-04-24,41.25,37.5,40.0625,37.875,10279700
2000-04-25,39.5625,38.25,38.25,39.0,5399600
2000-04-26,40.5625,39.0,39.0,39.9375,5338300
2000-04-27,40.25,38.9375,39.9375,39.8125,3176700
2000-04-28,40.0625,38.9375,39.8125,39.6875,1853600
2000-05-01,40.1875,39.0,39.6875,39.0625,2886100
2000-05-02,39.0625,37.8125,39.0625,37.9375,2552200
2000-05-03,38.1875,36.8125,37.9375,37.3125,3311300
2000-05-04,39.3125,37.8125,37.8125,38.1875,2981100
2000-05-05,39.875,37.9375,38.1875,39.5,2794900
2000-05-08,39.5,38.1875,39.5,38.25,3146400
2000-05-09,39.1875,38.125,38.25,38.3125,2567300
2000-05-10,37.9375,36.5625,37.9375,36.875,4880400
2000-05-11,38.1875,37.0625,37.0625,37.3125,2947200
2000-05-12,37.625,37.0625,37.3125,37.1875,2455200
2000-05-15,37.5,36.4375,37.1875,37.1875,2913500
2000-05-16,37.875,36.75,37.1875,37.375,3815700
2000-05-17,37.5,36.5625,37.375,37.375,2739800
2000-05-18,37.75,37.125,37.375,37.625,2050100
2000-05-19,37.375,36.25,37.375,36.9375,2193900
2000-05-22,37.6875,36.25,36.9375,36.5625,2984100
2000-05-23,37.9375,36.625,36.625,37.125,2851600
2000-05-24,39.0,37.1875,37.1875,38.875,4642600
2000-05-25,38.6875,37.875,38.6875,38.375,3027300
2000-05-26,38.9375,38.0,38.375,38.25,2102100
2000-05-30,39.6875,38.5625,38.5625,39.5625,2325300
2000-05-31,39.625,39.0,39.5625,39.0625,2198600
2000-06-01,40.25,39.3125,39.3125,40.25,2322800
2000-06-02,40.5625,39.5,40.25,39.875,3449500
2000-06-05,39.4375,38.5625,39.4375,38.9375,2478000
2000-06-06,40.1875,39.0625,39.0625,39.875,2945300
2000-06-07,40.0,38.5,39.875,38.5625,2843100
2000-06-08,38.625,37.6875,38.5625,38.1875,2481700
2000-06-09,39.6875,38.625,38.625,39.1875,2714200
2000-06-12,39.0625,38.0625,39.0625,38.125,1553800
2000-06-13,38.875,37.6875,38.125,38.8125,2599400
2000-06-14,39.375,38.375,38.8125,38.8125,2836500
2000-06-15,41.0,39.25,39.25,40.375,6346900
2000-06-16,40.375,38.8125,40.375,39.25,4919000
2000-06-19,39.5625,38.5625,39.25,39.0,3962300
2000-06-20,39.6875,38.3125,39.0,39.3125,2827400
2000-06-21,40.125,39.0625,39.3125,39.8125,2538000
2000-06-22,39.9375,38.75,39.8125,38.9375,2102400
2000-06-23,40.125,39.375,39.375,39.875,1984700
2000-06-26,40.0,39.5,39.875,39.75,2666600
2000-06-27,40.25,39.3125,39.75,40.0,2845500
2000-06-28,41.625,40.25,40.25,40.53125,3847800
2000-06-29,41.5,40.5,40.53125,40.9375,3364100
2000-06-30,42.25,41.0,41.0,41.8125,4823600
2000-07-03,41.9375,41.4375,41.8125,41.6875,1232300
2000-07-05,43.375,42.0625,42.0625,42.8125,4990900
2000-07-06,43.1875,42.5625,42.8125,43.0,3665200
2000-07-07,44.0625,43.0625,43.0625,43.75,4256800
2000-07-10,44.0,43.0,43.75,43.0,2834200
2000-07-11,44.75,43.0625,43.0625,44.3125,3815200
2000-07-12,44.375,43.6875,44.3125,43.875,2228800
2000-07-13,45.0,44.125,44.125,44.5625,3452700
2000-07-14,45.125,44.3125,44.5625,44.4375,3472100
2000-07-17,44.4375,43.4375,44.4375,43.96875,2497700
2000-07-18,45.25,43.3125,43.96875,45.125,4783100
2000-07-19,46.1875,44.0625,45.125,45.875,7490900
2000-07-20,46.25,45.1875,45.875,46.0625,5034000
2000-07-21,47.3125,45.8125,46.0625,46.8125,7622000
2000-07-24,48.25,46.6875,46.8125,48.125,5027400
2000-07-25,50.25,47.875,48.125,48.625,8836600
2000-07-26,49.4375,47.6875,48.625,48.0,5444400
2000-07-27,49.4375,48.1875,48.1875,48.25,3898500
2000-07-28,49.125,47.9375,48.25,48.8125,3930300
2000-07-31,49.25,48.4375,48.8125,48.8125,4481100
2000-08-01,49.5,48.6875,48.8125,48.6875,3226800
2000-08-02,49.9375,48.875,48.875,49.875,4383700
2000-08-03,49.9375,48.8125,49.875,49.0,3226900
2000-08-04,49.125,48.3125,49.0,49.0,2419800
2000-08-07,49.5,48.5,49.0,49.0625,2113900
2000-08-08,49.1875,48.375,49.0625,48.5625,3384000
2000-08-09,48.625,47.125,48.5625,47.75,4282500
2000-08-10,48.875,47.5625,47.75,48.875,2544700
2000-08-11,49.9375,48.5,48.875,49.625,3283700
2000-08-14,49.875,49.3125,49.625,49.5,2855800
2000-08-15,48.75,47.25,48.75,47.25,3963800
2000-08-16,46.875,45.875,46.875,46.1875,6353200
2000-08-17,46.125,45.75,46.125,45.875,2810800
2000-08-18,46.0625,45.3125,45.875,45.6875,4070600
2000-08-21,48.25,45.5,45.6875,47.75,4090800
2000-08-22,49.4375,47.625,47.75,49.3125,4683200
2000-08-23,50.9375,48.875,49.3125,50.5625,6971500
2000-08-24,54.0,50.1875,50.5625,53.625,10890300
2000-08-25,54.5,53.375,53.625,54.125,7671400
2000-08-28,54.0,52.9375,54.0,53.25,4972200
2000-08-29,53.125,52.25,53.125,52.3125,4000400
2000-08-30,53.0,51.9375,52.3125,52.5,3673400
2000-08-31,54.875,52.25,52.5,53.640625,3762800
2000-09-01,56.25,53.75,53.75,54.75,5092500
2000-09-05,56.25,54.0,54.75,55.4375,3704900
2000-09-06,58.625,55.5625,55.5625,57.8125,7974100
2000-09-07,59.9375,57.0,57.8125,58.5,10908200
2000-09-08,59.0,57.625,58.5,58.125,6699000
2000-09-11,59.4375,57.6875,58.125,58.625,4335700
2000-09-12,60.0625,58.125,58.625,59.0,5650100
2000-09-13,60.125,58.75,59.0,59.4375,4108800
2000-09-14,58.875,57.6875,58.875,58.375,4277100
2000-09-15,59.1875,56.75,58.375,56.875,5906200
2000-09-18,58.5625,56.625,56.875,56.9375,3178700
2000-09-19,57.5625,56.25,56.9375,56.75,4221300
2000-09-20,60.0625,56.9375,56.9375,59.0625,6389400
2000-09-21,60.6875,59.25,59.25,60.0,6181200
2000-09-22,64.3125,59.0,60.0,63.5,6837500
2000-09-25,64.3125,61.75,63.5,63.875,5343300
2000-09-26,66.9375,62.8125,63.875,66.0625,7072100
2000-09-27,66.5,63.375,66.0625,64.5625,7540100
2000-09-28,65.375,63.625,64.5625,64.5,6746600
2000-09-29,64.5,60.625,64.5,64.5,5010700
2000-10-02,61.25,57.25,61.25,58.4375,9280800
2000-10-03,60.3125,59.0,59.0,59.875,5017300
2000-10-04,62.4375,59.5,59.875,61.125,5019200
2000-10-05,63.0,60.25,61.125,61.0625,4121900
2000-10-06,62.1875,60.5,61.0625,61.0,3067100
2000-10-09,60.6875,59.25,60.6875,59.4375,2180100
2000-10-10,60.125,59.0625,59.4375,59.5625,2501200
2000-10-11,61.25,58.8125,59.5625,60.1875,2960800
2000-10-12,60.3125,54.0,60.1875,56.125,8935800
2000-10-13,60.3125,55.9375,56.125,58.75,4701200
2000-10-16,61.0625,59.4375,59.4375,60.1875,2649100
2000-10-17,61.4375,58.625,60.1875,60.5,2909800
2000-10-18,61.5,58.375,60.5,60.75,4731100
2000-10-19,61.1875,57.3125,60.75,58.4375,6481600
2000-10-20,60.25,57.8125,58.4375,60.0,3795000
2000-10-23,62.0,60.0625,60.0625,61.25,5692500
2000-10-24,61.9375,60.625,61.25,61.0,4174700
2000-10-25,63.9375,61.125,61.125,62.5625,5929900
2000-10-26,63.625,61.875,62.5625,63.0625,4459800
2000-10-27,63.8125,63.0,63.0625,63.75,2632700
2000-10-30,65.1875,63.6875,63.75,64.6875,4779200
2000-10-31,67.875,64.0625,64.6875,67.8125,4700800
2000-11-01,67.8125,65.125,67.8125,65.75,5589600
2000-11-02,67.0,63.8125,65.75,66.125,5114500
2000-11-03,66.75,65.5,66.125,66.0625,2743700
2000-11-06,66.375,64.0,66.0625,66.0625,3610300
2000-11-07,65.9375,65.0625,65.9375,65.1875,3030800
2000-11-08,66.125,64.5,65.1875,65.0,1600600
2000-11-09,65.9375,64.4375,65.0,65.6875,2060100
2000-11-10,65.75,63.25,65.6875,63.5,2847400
2000-11-13,63.625,61.9375,63.5,62.8125,2943400
2000-11-14,64.8125,63.0625,63.0625,64.375,3553800
2000-11-15,63.8125,62.6875,63.8125,63.5625,3139900
2000-11-16,66.375,63.5625,63.5625,65.8125,3557500
2000-11-17,66.8125,65.0625,65.8125,65.375,3529100
2000-11-20,66.5,65.0,65.375,65.5625,2503900
2000-11-21,69.5,65.3125,65.5625,68.625,5734000
2000-11-22,68.4375,64.875,68.4375,65.125,4296000
2000-11-24,66.8125,65.5625,65.5625,65.6875,1122400
2000-11-27,68.0,67.0,67.0,67.375,2781400
2000-11-28,68.1875,66.25,67.375,67.5,3248900
2000-11-29,70.0,66.1875,67.5,69.9375,6378700
2000-11-30,69.6875,67.5625,69.6875,69.0625,4248500
2000-12-01,68.6875,65.1875,68.6875,65.8125,4419900
2000-12-04,65.8125,63.6875,65.8125,64.8125,5211000
2000-12-05,70.1875,64.5,64.8125,68.9375,6336500
2000-12-06,69.4375,66.8125,68.9375,67.375,4597700
2000-12-07,68.125,66.8125,67.375,66.8125,2295400
2000-12-08,70.9375,67.4375,67.4375,69.9375,5179900
2000-12-11,70.625,68.375,69.9375,68.375,3801300
2000-12-12,70.4375,68.125,68.375,69.125,3167400
2000-12-13,69.8125,67.75,69.125,67.875,2366600
2000-12-14,68.9375,66.5,67.875,67.25,3369700
2000-12-15,66.6875,64.75,66.6875,64.875,6340900
2000-12-18,69.9375,66.0,66.0,68.5,4230000
2000-12-19,68.625,66.125,68.5,66.375,4316400
2000-12-20,66.4375,64.0625,66.375,65.0,4112700
2000-12-21,65.0,62.5625,65.0,64.625,4725400
2000-12-22,65.0,61.4375,64.625,63.4375,4071700
2000-12-26,64.5,62.25,63.4375,63.0,2366700
2000-12-27,64.875,62.25,63.0,64.0625,2725700
2000-12-28,67.0,63.75,64.0625,65.4375,2486100
2000-12-29,66.75,65.625,65.625,66.0,2554100
2001-01-02,65.3125,60.5625,65.3125,62.0,3762500
2001-01-03,63.75,59.1875,62.0,62.5625,6428600
2001-01-04,64.1875,60.25,62.5625,61.0,3868900
2001-01-05,61.5,58.125,61.0,58.75,4012600
2001-01-08,60.5,58.6875,58.75,59.0,3055100
2001-01-09,59.0,57.1875,59.0,58.9375,4372800
2001-01-10,60.875,58.3125,58.9375,60.375,3674200
2001-01-11,60.75,59.0,60.375,59.125,3385300
2001-01-12,60.6875,58.5625,59.125,60.625,3161000
2001-01-16,61.625,59.5,60.625,61.0,3274400
2001-01-17,62.6875,58.25,61.0,58.75,6608400
2001-01-18,58.0,55.625,58.0,57.375,6047900
2001-01-19,57.4375,55.5,57.375,55.6875,4295900
2001-01-22,56.875,55.6875,55.6875,56.0,3605600
2001-01-23,58.0,56.1875,56.1875,57.5,4417400
2001-01-24,58.0,56.875,57.5,57.4375,2998400
2001-01-25,59.6875,56.5,57.4375,59.25,3684000
2001-01-26,59.6875,57.5,59.25,58.0625,2300200
2001-01-29,57.9900016784668,56.310001373291016,57.9900016784668,56.459999084472656,2364700
2001-01-30,56.59000015258789,54.560001373291016,56.459999084472656,56.150001525878906,3703800
2001-01-31,58.90999984741211,56.5,56.5,58.5,3614900
2001-02-01,58.5,56.060001373291016,58.5,56.52000045776367,4105500
2001-02-02,57.5,56.040000915527344,56.52000045776367,56.849998474121094,2121700
2001-02-05,58.040000915527344,56.41999816894531,56.849998474121094,57.93000030517578,2188100
2001-02-06,58.459999084472656,56.470001220703125,57.93000030517578,56.72999954223633,2367000
2001-02-07,57.88999938964844,56.650001525878906,56.72999954223633,57.45000076293945,2182900
2001-02-08,58.2599983215332,57.119998931884766,57.45000076293945,57.5099983215332,2802100
2001-02-09,58.16999816894531,56.779998779296875,57.5099983215332,57.34000015258789,2017300
2001-02-12,59.099998474121094,58.209999084472656,58.209999084472656,59.06999969482422,2875500
2001-02-13,61.380001068115234,59.09000015258789,59.09000015258789,60.720001220703125,4984900
2001-02-14,61.939998626708984,60.34000015258789,60.720001220703125,60.59000015258789,3697900
2001-02-15,60.7599983215332,58.84000015258789,60.59000015258789,60.150001525878906,2569700
2001-02-16,60.61000061035156,59.630001068115234,60.150001525878906,59.9900016784668,2934600
2001-02-20,62.79999923706055,60.150001525878906,60.150001525878906,61.849998474121094,3144600
2001-02-21,62.380001068115234,60.150001525878906,61.849998474121094,60.20000076293945,2299500
2001-02-22,62.22999954223633,60.20000076293945,60.20000076293945,61.279998779296875,2767600
2001-02-23,61.75,60.54999923706055,61.279998779296875,61.61000061035156,2267000
2001-02-26,62.970001220703125,61.02000045776367,61.61000061035156,62.7599983215332,1854600
2001-02-27,63.900001525878906,62.0,62.7599983215332,63.70000076293945,2993000
2001-02-28,63.83000183105469,61.9900016784668,63.70000076293945,62.20000076293945,3053200
2001-03-01,61.86000061035156,58.599998474121094,61.86000061035156,59.650001525878906,4226100
2001-03-02,61.45000076293945,58.29999923706055,59.650001525878906,60.099998474121094,3796100
2001-03-05,62.150001525878906,59.880001068115234,60.099998474121094,61.90999984741211,2814700
2001-03-06,62.59000015258789,61.290000915527344,61.90999984741211,62.130001068115234,2783400
2001-03-07,64.20999908447266,61.869998931884766,62.130001068115234,64.0999984741211,3475800
2001-03-08,65.19999694824219,63.54999923706055,64.0999984741211,64.75,4227400
2001-03-09,65.5999984741211,64.19999694824219,64.75,65.5,2721500
2001-03-12,64.31999969482422,60.959999084472656,64.31999969482422,61.0,4324900
2001-03-13,62.9900016784668,60.060001373291016,61.0,60.56999969482422,4802100
2001-03-14,59.5099983215332,56.83000183105469,59.5099983215332,58.02000045776367,6086000
2001-03-15,58.02000045776367,55.5099983215332,58.02000045776367,56.099998474121094,5186800
2001-03-16,56.20000076293945,52.849998474121094,56.099998474121094,53.75,11244000
2001-03-19,56.25,53.75,53.75,56.02000045776367,6193500
2001-03-20,57.189998626708984,54.7599983215332,56.02000045776367,55.0,4360500
2001-03-21,55.400001525878906,53.20000076293945,55.0,53.849998474121094,3758400
2001-03-22,53.349998474121094,49.70000076293945,53.349998474121094,52.0,6703700
2001-03-23,53.439998626708984,51.599998474121094,52.0,53.0,4632500
2001-03-26,56.16999816894531,53.54999923706055,53.54999923706055,55.439998626708984,4780200
2001-03-27,56.2400016784668,54.25,55.439998626708984,55.20000076293945,3634800
2001-03-28,55.18000030517578,54.0,55.18000030517578,55.0,2861600
2001-03-29,56.29999923706055,54.25,55.0,55.95000076293945,2814300
2001-03-30,57.27000045776367,55.310001373291016,55.95000076293945,55.709999084472656,3742700
2001-04-02,56.599998474121094,54.529998779296875,55.709999084472656,55.02000045776367,3182600
2001-04-03,55.45000076293945,54.11000061035156,55.02000045776367,54.61000061035156,3337500
2001-04-04,55.20000076293945,53.91999816894531,54.61000061035156,54.630001068115234,2954700
2001-04-05,57.5,55.84000015258789,55.84000015258789,56.810001373291016,2704800
2001-04-06,56.650001525878906,55.31999969482422,56.650001525878906,55.97999954223633,2785500
2001-04-09,57.7400016784668,56.0,56.0,56.869998931884766,2549800
2001-04-10,60.189998626708984,57.83000183105469,57.83000183105469,59.81999969482422,4486300
2001-04-11,61.0,58.5,59.81999969482422,59.119998931884766,3980800
2001-04-12,60.5,58.619998931884766,59.119998931884766,60.5,1607300
2001-04-16,60.97999954223633,59.18000030517578,60.5,59.75,2145500
2001-04-17,60.599998474121094,59.0,59.75,60.599998474121094,2258600
2001-04-18,63.72999954223633,60.70000076293945,60.70000076293945,61.29999923706055,3078200
2001-04-19,61.619998931884766,59.54999923706055,61.29999923706055,60.630001068115234,3551000
2001-04-20,64.91000366210938,60.5,60.630001068115234,61.70000076293945,7352100
2001-04-23,61.279998779296875,59.61000061035156,61.279998779296875,60.13999938964844,4319900
2001-04-24,62.130001068115234,60.0,60.13999938964844,60.79999923706055,3094100
2001-04-25,60.40999984741211,59.900001525878906,60.40999984741211,60.34000015258789,3228400
2001-04-26,61.20000076293945,59.77000045776367,60.34000015258789,60.97999954223633,3036600
2001-04-27,61.79999923706055,60.84000015258789,60.97999954223633,61.61000061035156,2141800
2001-04-30,64.16000366210938,61.79999923706055,61.79999923706055,61.79999923706055,3112800
2001-05-01,64.4800033569336,62.70000076293945,62.70000076293945,63.43000030517578,4773800
2001-05-02,64.30000305175781,63.25,63.43000030517578,64.0,3346200
2001-05-03,64.19999694824219,62.709999084472656,64.0,64.0,2171400
2001-05-04,65.0,63.0,64.0,64.5,2391200
2001-05-07,65.2699966430664,64.25,64.5,64.69000244140625,2149200
2001-05-08,65.19999694824219,64.30000305175781,64.69000244140625,64.62999725341797,2663200
2001-05-09,65.51000213623047,64.0,64.62999725341797,65.0,2575400
2001-05-10,66.0,65.16000366210938,65.16000366210938,65.94999694824219,2441900
2001-05-11,66.43000030517578,65.30000305175781,65.94999694824219,66.01000213623047,1659000
2001-05-14,66.75,65.87000274658203,66.01000213623047,66.73999786376953,1399700
2001-05-15,66.69999694824219,65.44000244140625,66.69999694824219,66.58999633789062,2684000
2001-05-16,66.75,65.6500015258789,66.58999633789062,66.75,3985800
2001-05-17,69.8499984741211,66.55999755859375,66.75,68.79000091552734,6050600
2001-05-18,68.9000015258789,67.97000122070312,68.79000091552734,68.3499984741211,3360700
2001-05-21,68.75,67.87000274658203,68.3499984741211,68.69000244140625,1554800
2001-05-22,68.94999694824219,67.5,68.69000244140625,68.0,2812700
2001-05-23,67.6500015258789,66.0,67.6500015258789,66.0,3687500
2001-05-24,67.45999908447266,64.05000305175781,66.0,65.19999694824219,4253400
2001-05-25,64.9000015258789,62.900001525878906,64.9000015258789,63.33000183105469,3187800
2001-05-29,63.900001525878906,63.20000076293945,63.33000183105469,63.529998779296875,2271400
2001-05-30,63.95000076293945,62.79999923706055,63.529998779296875,63.04999923706055,3197700
2001-05-31,63.400001525878906,62.33000183105469,63.04999923706055,62.88999938964844,2653000
2001-06-01,65.56999969482422,62.900001525878906,62.900001525878906,65.0,3301500
2001-06-04,66.69999694824219,64.9000015258789,65.0,66.02999877929688,2465900
2001-06-05,67.55000305175781,66.69999694824219,66.69999694824219,66.93000030517578,3385500
2001-06-06,66.26000213623047,65.72000122070312,66.26000213623047,66.0999984741211,3493500
2001-06-07,66.05999755859375,65.12000274658203,66.05999755859375,65.6500015258789,2176200
2001-06-08,65.62000274658203,64.0999984741211,65.62000274658203,64.58999633789062,2250000
2001-06-11,64.75,63.66999816894531,64.58999633789062,64.5,1662300
2001-06-12,66.13999938964844,64.19999694824219,64.5,65.70999908447266,3116800
2001-06-13,66.48999786376953,65.4000015258789,65.70999908447266,65.48999786376953,2164000
2001-06-14,65.48999786376953,63.31999969482422,65.48999786376953,63.560001373291016,3756600
2001-06-15,64.51000213623047,63.720001220703125,63.720001220703125,64.25,5906700
2001-06-18,64.98999786376953,64.41000366210938,64.41000366210938,64.87999725341797,2425600
2001-06-19,64.87999725341797,61.540000915527344,64.87999725341797,61.79999923706055,4464100
2001-06-20,62.849998474121094,60.380001068115234,61.79999923706055,61.11000061035156,5950700
2001-06-21,60.0,56.70000076293945,60.0,57.75,9721900
2001-06-22,57.880001068115234,55.400001525878906,57.75,57.0,6131500
2001-06-25,57.779998779296875,56.38999938964844,57.0,56.959999084472656,5424700
2001-06-26,57.81999969482422,56.04999923706055,56.959999084472656,57.02000045776367,4629500
2001-06-27,58.040000915527344,56.880001068115234,57.02000045776367,57.70000076293945,3117600
2001-06-28,58.380001068115234,56.880001068115234,57.70000076293945,57.2400016784668,4013500
2001-06-29,57.5,55.58000183105469,56.88999938964844,55.599998474121094,4835800
2001-07-02,57.220001220703125,56.29999923706055,56.29999923706055,56.36000061035156,3333200
2001-07-03,57.060001373291016,56.150001525878906,56.36000061035156,56.33000183105469,2202600
2001-07-05,56.720001220703125,55.150001525878906,56.33000183105469,55.22999954223633,3141600
2001-07-06,55.47999954223633,53.77000045776367,55.22999954223633,54.29999923706055,4111300
2001-07-09,54.02000045776367,52.54999923706055,54.02000045776367,52.83000183105469,5602100
2001-07-10,54.619998931884766,53.189998626708984,53.189998626708984,54.150001525878906,4709600
2001-07-11,54.209999084472656,52.900001525878906,54.150001525878906,52.900001525878906,3300000
2001-07-12,54.790000915527344,53.2599983215332,53.2599983215332,54.5,3217800
2001-07-13,55.209999084472656,53.77000045776367,54.5,55.06999969482422,1639000
2001-07-16,55.38999938964844,54.08000183105469,55.06999969482422,55.279998779296875,1950800
2001-07-17,56.720001220703125,55.400001525878906,55.400001525878906,56.29999923706055,3848400
2001-07-18,57.599998474121094,55.04999923706055,56.29999923706055,57.130001068115234,5456400
2001-07-19,57.95000076293945,55.70000076293945,57.130001068115234,56.38999938964844,3427200
2001-07-20,57.150001525878906,56.27000045776367,56.38999938964844,56.790000915527344,1834100
2001-07-23,57.25,56.04999923706055,56.790000915527344,56.25,2123900
2001-07-24,56.599998474121094,55.189998626708984,56.25,55.2599983215332,2178000
2001-07-25,56.849998474121094,55.81999969482422,55.81999969482422,56.66999816894531,1590500
2001-07-26,58.18000030517578,56.52000045776367,56.66999816894531,58.11000061035156,2311300
2001-07-27,58.900001525878906,57.95000076293945,58.11000061035156,58.13999938964844,2612400
2001-07-30,58.900001525878906,57.400001525878906,58.63999938964844,57.400001525878906,2634300
2001-07-31,58.790000915527344,57.119998931884766,57.20000076293945,58.529998779296875,2661300
2001-08-01,59.34000015258789,58.52000045776367,58.650001525878906,59.0,2175100
2001-08-02,59.75,58.31999969482422,59.5,58.81999969482422,2348200
2001-08-03,59.25,58.560001373291016,58.81999969482422,59.209999084472656,1947300
2001-08-06,59.79999923706055,58.34000015258789,59.0,58.400001525878906,2732600
2001-08-07,57.72999954223633,56.5,57.439998626708984,57.5,4131900
2001-08-08,57.68000030517578,56.31999969482422,57.150001525878906,56.61000061035156,2982800
2001-08-09,57.040000915527344,55.880001068115234,56.5099983215332,56.36000061035156,3755500
2001-08-10,56.93000030517578,56.11000061035156,56.5099983215332,56.849998474121094,2330500
2001-08-13,57.2400016784668,56.150001525878906,56.54999923706055,56.45000076293945,1641800
2001-08-14,56.70000076293945,55.849998474121094,56.45000076293945,55.88999938964844,2119000
2001-08-15,56.099998474121094,54.38999938964844,55.54999923706055,54.439998626708984,3336500
2001-08-16,55.130001068115234,53.790000915527344,54.099998474121094,55.130001068115234,2962100
2001-08-17,55.0,53.400001525878906,55.0,54.0,2413700
2001-08-20,53.79999923706055,52.79999923706055,53.75,53.34000015258789,3248000
2001-08-21,53.310001373291016,51.939998626708984,53.27000045776367,51.939998626708984,3330300
2001-08-22,52.599998474121094,51.779998779296875,51.939998626708984,52.29999923706055,4197800
2001-08-23,52.5,52.0,52.099998474121094,52.16999816894531,1604200
2001-08-24,53.95000076293945,52.29999923706055,52.34000015258789,53.630001068115234,2351900
2001-08-27,53.90999984741211,53.0099983215332,53.90999984741211,53.060001373291016,1694300
2001-08-28,53.209999084472656,51.54999923706055,53.0,51.650001525878906,4484400
2001-08-29,52.0,50.5099983215332,51.79999923706055,50.70000076293945,3541600
2001-08-30,51.150001525878906,50.16999816894531,50.70000076293945,50.5,2545200
2001-08-31,51.20000076293945,50.2599983215332,50.5,51.20000076293945,1939700
2001-09-04,51.970001220703125,49.45000076293945,49.75,49.95000076293945,3245700
